"Name","Rating","Rarity","Preferred Position","Nation","League","Team","Price Limits","Last Sale Price","Discard Value","Contract","Untradeable","Loans","DefinitionId","IsDuplicate","IsInActive11","Alternate Positions","ExternalPrice"
"Lucas Paquetá","81","Rare","CAM","Brazil","Premier League","West Ham","Min:650 Max:10000","0","575","7","false","false","233927","false","false","CM,CAM","700"
"Nunes da Silva","81","Rare","ST","Brazil","Liga F","Levante UD","Min:650 Max:10000","0","575","7","false","false","238422","false","false","CF,ST","700"
"Sangaré","81","Rare","CDM","Ivory Coast","Premier League","Nott'm Forest","Min:650 Max:10000","0","575","7","false","false","50566821","false","false","CDM,CM","700"
"de Paula Santos","81","Rare","CM","Brazil","Trendyol Süper Lig","Fenerbahçe","Min:650 Max:10000","0","575","7","false","false","209297","false","false","CDM,CM","700"
"Lima Ferreira","81","Rare","CB","Portugal","Liga Portugal","FC Porto","Min:650 Max:10000","0","575","7","false","false","120533","false","false","CB","700"
"Kjær","81","Common","CB","Denmark","Serie A TIM","Milan","Min:350 Max:10000","0","288","7","false","false","179645","false","false","CB","850"
"del Castillo","81","Common","RW","Spain","Liga F","Real Madrid CF","Min:350 Max:10000","0","288","7","false","false","259372","false","false","RM,RW,LW","650"
"Dantas da Silva","81","Common","GK","Portugal","LALIGA EA SPORTS","Real Betis","Min:350 Max:10000","0","288","7","false","false","210385","false","false","GK","850"
"Gama","81","Common","CB","Italy","Calcio A Femminile","Juventus","Min:350 Max:10000","0","288","7","false","false","227098","false","false","RB,CB","700"
"Minge","81","Rare","CM","Germany","GPFBL","SC Freiburg","Min:650 Max:10000","0","0","7","true","false","265063","false","false","CM","700"
"Leroux","81","Rare","ST","United States","NWSL","Angel City FC","Min:650 Max:10000","0","0","7","true","false","226316","false","false","CAM,CF,ST","700"
"Coates","81","Rare","CB","Uruguay","Liga Portugal","Sporting CP","Min:650 Max:10000","0","0","7","true","false","197655","false","false","CB","700"
"Antony","81","Rare","RW","Brazil","Premier League","Manchester Utd","Min:650 Max:10000","0","0","7","true","false","255475","false","false","RM,RW","700"
"Vázquez Iglesias","81","Rare","RB","Spain","LALIGA EA SPORTS","Real Madrid","Min:650 Max:10000","0","0","7","true","false","208618","false","false","RWB,RB,RW","700"
"Chukwueze","81","Rare","RW","Nigeria","Serie A TIM","Milan","Min:650 Max:10000","0","0","7","true","false","246172","false","false","RM,RW","700"
"Zapata","81","Rare","ST","Colombia","Serie A TIM","Torino","Min:650 Max:10000","0","0","7","true","false","50546981","false","false","CF,ST","700"
"Ladd","81","Common","CDM","Wales","Barclays WSL","Manchester Utd","Min:350 Max:10000","0","0","7","true","false","265271","false","false","CB,CDM","700"
"Sánchez","81","Rare","ST","Chile","Serie A TIM","Inter","Min:650 Max:10000","0","0","7","true","false","184941","false","false","CF,ST","700"
"Politano","81","Rare","RW","Italy","Serie A TIM","Napoli FC","Min:650 Max:10000","0","0","7","true","false","216409","false","false","RM,RW","700"
"Ugarte","81","Rare","CDM","Uruguay","Ligue 1 Uber Eats","Paris SG","Min:650 Max:10000","0","0","7","true","false","253306","false","false","CDM,CM","700"
"Blackstenius","81","Rare","ST","Sweden","Barclays WSL","Arsenal","Min:650 Max:10000","0","0","7","true","false","233364","false","false","CF,ST","700"
"Pacheco","81","Rare","LB","England","Barclays WSL","Aston Villa","Min:650 Max:10000","0","0","7","true","false","265319","false","false","LB,LWB","700"
"Ochoa","81","Rare","GK","Mexico","Serie A TIM","Salernitana","Min:650 Max:10000","0","0","7","true","false","140233","false","false","GK","700"
"Diego Carlos","81","Rare","CB","Brazil","Premier League","Aston Villa","Min:650 Max:10000","0","0","7","true","false","219693","false","false","CB","700"
"Mkhitaryan","81","Rare","CAM","Armenia","Serie A TIM","Inter","Min:650 Max:10000","0","0","7","true","false","192883","false","false","CM,CAM","700"
"Aké","81","Rare","CB","Netherlands","Premier League","Manchester City","Min:650 Max:10000","0","0","7","true","false","208920","false","false","CB,LB","700"
"Trossard","81","Rare","CF","Belgium","Premier League","Arsenal","Min:650 Max:10000","0","0","7","true","false","207421","false","false","CF,ST,LW","700"
"Muniain Goñi","81","Rare","CAM","Spain","LALIGA EA SPORTS","Athletic Club","Min:650 Max:10000","0","0","7","true","false","189575","false","false","LM,CAM","700"
"Insigne","81","Rare","LW","Italy","MLS","Toronto FC","Min:650 Max:10000","0","0","7","true","false","198219","false","false","LM,CF,LW","700"
"Andonova","81","Rare","CAM","FYR Macedonia","Liga F","Levante UD","Min:650 Max:10000","0","0","7","true","false","272005","false","false","CAM,ST","700"
"Salvai","81","Rare","CB","Italy","Calcio A Femminile","Juventus","Min:650 Max:10000","0","0","7","true","false","227074","false","false","CB","700"
"Konaté","81","Rare","CB","France","Premier League","Liverpool","Min:650 Max:10000","0","0","7","true","false","237678","false","false","CB","700"
"Mertens","81","Rare","CF","Belgium","Trendyol Süper Lig","Galatasaray","Min:650 Max:10000","0","0","7","true","false","175943","false","false","CAM,CF,ST","700"
"Al Musrati","81","Rare","CDM","Libya","Liga Portugal","SC Braga","Min:650 Max:10000","0","0","7","true","false","252308","false","false","CDM,CM","700"
"Sancet Tirapu","81","Rare","CAM","Spain","LALIGA EA SPORTS","Athletic Club","Min:650 Max:10000","0","0","7","true","false","244675","false","false","CM,CAM,ST","700"
"Calabria","81","Rare","RB","Italy","Serie A TIM","Milan","Min:650 Max:10000","0","0","7","true","false","228881","false","false","RWB,RB","700"
"Brand","81","Rare","LW","Germany","GPFBL","VfL Wolfsburg","Min:650 Max:10000","0","0","7","true","false","261740","false","false","LM,ST,LW","700"
"Tapsoba","81","Rare","CB","Burkina Faso","Bundesliga","Leverkusen","Min:650 Max:10000","0","0","7","true","false","247263","false","false","CB","700"
"Calligaris","81","Rare","RB","Switzerland","D1 Arkema","Paris SG","Min:650 Max:10000","0","0","7","true","false","272010","false","false","RWB,RB,CB","700"
"Sullivan","81","Rare","CDM","United States","NWSL","Washington Spirit","Min:650 Max:10000","0","0","7","true","false","243261","false","false","CDM","700"
"Silva Duarte","81","Rare","LB","Portugal","Serie A TIM","Napoli FC","Min:650 Max:10000","0","0","7","true","false","204614","false","false","LB,LWB","700"
"Gomes Betuncal","81","Rare","ST","Portugal","Premier League","Everton","Min:650 Max:10000","0","0","7","true","false","251892","false","false","CF,ST","700"
"Le Tissier","81","Rare","CB","England","Barclays WSL","Manchester Utd","Min:650 Max:10000","0","0","7","true","false","265293","false","false","RB,CB","700"
"Balde Martínez","81","Rare","LB","Spain","LALIGA EA SPORTS","FC Barcelona","Min:650 Max:10000","0","0","7","true","false","263578","false","false","RB,LB,LWB","1400"
"Bilbault","81","Rare","CDM","France","D1 Arkema","Montpellier","Min:650 Max:10000","0","0","7","true","false","265857","false","false","CDM,CM","700"
"Hrádecký","81","Rare","GK","Finland","Bundesliga","Leverkusen","Min:650 Max:10000","0","0","7","true","false","190941","false","false","GK","700"
"Lattwein","81","Rare","CDM","Germany","GPFBL","VfL Wolfsburg","Min:650 Max:10000","0","0","7","true","false","247790","false","false","CDM,CM","700"
"Arnold","81","Rare","CDM","Germany","Bundesliga","VfL Wolfsburg","Min:650 Max:10000","0","0","7","true","false","206511","false","false","CDM,CM","700"
"Almirón","81","Rare","RW","Paraguay","Premier League","Newcastle Utd","Min:650 Max:10000","0","0","7","true","false","230977","false","false","RM,RW","700"
"Schlager","81","Rare","CDM","Austria","Bundesliga","RB Leipzig","Min:650 Max:10000","0","0","7","true","false","233195","false","false","CDM,CM","700"
"Kamada","81","Rare","CAM","Japan","Serie A TIM","Latium","Min:650 Max:10000","0","0","7","true","false","232730","false","false","CM,CAM,CF","700"
"Purce","81","Rare","RW","United States","NWSL","NJ/NY Gotham","Min:650 Max:10000","0","0","7","true","false","243769","false","false","RM,RW,LW","700"
"Barnes","81","Rare","LB","United States","NWSL","OL Reign","Min:650 Max:10000","0","0","7","true","false","233246","false","false","LB,LWB","700"
"Kramarić","81","Rare","CF","Croatia","Bundesliga","TSG Hoffenheim","Min:650 Max:10000","0","0","7","true","false","216354","false","false","CM,CAM,CF,ST","700"
"Jensen","81","Rare","ST","Norway","Liga F","Real Sociedad","Min:650 Max:10000","0","0","7","true","false","227369","false","false","CF,ST","700"
"Danjuma","81","Rare","ST","Netherlands","Premier League","Everton","Min:650 Max:10000","0","0","7","true","false","236276","false","false","LM,CF,ST","700"
"Caldentey Oliver","81","Rare","LW","Spain","Liga F","FC Barcelona","Min:650 Max:10000","0","0","7","true","false","237288","false","false","LM,CAM,LW","700"
"Lehmann","81","Common","RW","Switzerland","Barclays WSL","Aston Villa","Min:350 Max:10000","0","0","7","true","false","265311","false","false","RM,RW","600"
"Nobbs","81","Rare","CM","England","Barclays WSL","Aston Villa","Min:650 Max:10000","0","0","7","true","false","227257","false","false","CM,LW","700"
"Terrier","81","Rare","LM","France","Ligue 1 Uber Eats","Stade Rennais FC","Min:650 Max:10000","0","0","7","true","false","236786","false","false","LM,ST,LW","700"
"da Silva","81","Rare","CB","Brazil","Serie A TIM","Juventus","Min:650 Max:10000","0","0","7","true","false","199304","false","false","RB,CB","700"
"Álvarez","81","Rare","CDM","Mexico","Premier League","West Ham","Min:650 Max:10000","0","0","7","true","false","235844","false","false","CB,CDM","700"
"Caicedo","80","Rare","CDM","Ecuador","Premier League","Chelsea","Min:650 Max:10000","0","568","7","false","false","256079","false","false","CDM,CM","700"
"Medina","80","Rare","CB","Argentina","Ligue 1 Uber Eats","RC Lens","Min:650 Max:10000","0","568","7","false","false","236804","false","false","CB","700"
"Koivisto","80","Rare","RWB","Finland","Barclays WSL","Liverpool","Min:650 Max:10000","0","568","7","false","false","265286","false","false","RWB,RB,RM","700"
"Asseyi","80","Rare","ST","France","Barclays WSL","West Ham","Min:650 Max:10000","0","568","7","false","false","227348","false","false","CF,RW,ST,LW","700"
"Mitoma","80","Rare","LM","Japan","Premier League","Brighton","Min:650 Max:10000","0","568","7","false","false","255565","false","false","LM,LW","700"
"Mbemba","80","Rare","CB","DR Congo","Ligue 1 Uber Eats","OM","Min:650 Max:10000","0","568","7","false","false","210897","false","false","CB","700"
"Coquelin","80","Rare","CM","France","LALIGA EA SPORTS","Villarreal CF","Min:650 Max:10000","0","568","7","false","false","189271","false","false","RM,CM,LM","700"
"Lakrar","80","Rare","CB","France","D1 Arkema","Montpellier","Min:650 Max:10000","0","568","7","false","false","265849","false","false","CB","700"
"Fofana","80","Rare","CDM","France","Ligue 1 Uber Eats","AS Monaco","Min:650 Max:10000","0","568","7","false","false","245630","false","false","CDM,CM","700"
"Adán Garrido","80","Common","GK","Spain","Liga Portugal","Sporting CP","Min:350 Max:10000","0","284","7","false","false","178086","false","false","GK","600"
"Icardi","80","Common","ST","Argentina","Trendyol Süper Lig","Galatasaray","Min:350 Max:10000","0","284","7","false","false","201399","false","false","CF,ST","500"
"Biraghi","80","Common","LB","Italy","Serie A TIM","Fiorentina","Min:350 Max:10000","0","284","7","false","false","201389","false","false","LB,LWB","750"
"Romeu Vidal","80","Common","CDM","Spain","LALIGA EA SPORTS","FC Barcelona","Min:350 Max:10000","0","284","7","false","false","199576","false","false","CDM,CM","600"
"Weaver","80","Common","LW","United States","NWSL","Portland Thorns","Min:350 Max:10000","0","0","7","true","false","266093","false","false","LM,LW","1800"
"Ziyech","80","Common","RW","Morocco","Trendyol Süper Lig","Galatasaray","Min:350 Max:10000","0","0","7","true","false","208670","false","false","RM,CAM,RW","500"
"Sabitzer","80","Rare","CM","Austria","Bundesliga","Borussia Dortmund","Min:650 Max:10000","0","0","7","true","false","204923","false","false","CDM,CM,CAM","700"
"Mignolet","80","Rare","GK","Belgium","1A Pro League","Club Brugge","Min:650 Max:10000","0","0","7","true","false","173426","false","false","GK","700"
"Gomes dos Santos","80","Rare","LW","Portugal","Liga Portugal","Sporting CP","Min:650 Max:10000","0","0","7","true","false","227890","false","false","LWB,LM,LW","700"
"Tolói","80","Rare","CB","Italy","Serie A TIM","Bergamo Calcio","Min:650 Max:10000","0","0","7","true","false","187598","false","false","CB","700"
"Traoré","80","Rare","RB","Mali","LALIGA EA SPORTS","Real Sociedad","Min:650 Max:10000","0","0","7","true","false","219789","false","false","RWB,RB","700"
"Lima Magalhães","80","Common","GK","Brazil","Liga Portugal","SC Braga","Min:350 Max:10000","0","0","7","true","false","208104","false","false","GK","650"
"Frattesi","80","Rare","CM","Italy","Serie A TIM","Inter","Min:650 Max:10000","0","0","7","true","false","239807","false","false","CM","700"
"Tierney","80","Rare","LB","Scotland","LALIGA EA SPORTS","Real Sociedad","Min:650 Max:10000","0","0","7","true","false","226491","false","false","LB,LWB","700"
"Ospina","80","Rare","GK","Colombia","ROSHN Saudi League","Al Nassr","Min:650 Max:10000","0","0","7","true","false","176550","false","false","GK","700"
"Ibañez","80","Rare","CB","Brazil","ROSHN Saudi League","Al Ahli","Min:650 Max:10000","0","0","7","true","false","247257","false","false","CB","800"
"Bensebaini","80","Rare","LB","Algeria","Bundesliga","Borussia Dortmund","Min:650 Max:10000","0","0","7","true","false","224196","false","false","CB,LB,LWB","700"
"Mamardashvili","80","Rare","GK","Georgia","LALIGA EA SPORTS","Valencia CF","Min:650 Max:10000","0","0","7","true","false","262621","false","false","GK","700"
"Neres Campos","80","Rare","RM","Brazil","Liga Portugal","SL Benfica","Min:650 Max:10000","0","0","7","true","false","236632","false","false","RM,CAM,RW","700"
"Reuteler","80","Rare","CM","Switzerland","GPFBL","Frankfurt","Min:650 Max:10000","0","0","7","true","false","264936","false","false","CM,CAM","700"
"Chiellini","80","Rare","CB","Italy","MLS","LAFC","Min:650 Max:10000","0","0","7","true","false","138956","false","false","CB","700"
"Mewis","80","Rare","CM","United States","NWSL","KC Current","Min:650 Max:10000","0","0","7","true","false","226338","false","false","CM,CAM","700"
"Wan-Bissaka","80","Rare","RB","England","Premier League","Manchester Utd","Min:650 Max:10000","0","0","7","true","false","229880","false","false","RWB,RB","700"
"Lamela","80","Rare","RW","Argentina","LALIGA EA SPORTS","Sevilla FC","Min:650 Max:10000","0","0","7","true","false","170368","false","false","RM,CAM,RW","700"
"Tagliafico","80","Rare","LB","Argentina","Ligue 1 Uber Eats","OL","Min:650 Max:10000","0","0","7","true","false","211256","false","false","LB,LWB","700"
"Mukhtar","80","Rare","CF","Germany","MLS","Nashville SC","Min:650 Max:10000","0","0","7","true","false","210021","false","false","CAM,CF,ST","700"
"da Costa Silva","80","Rare","RB","Brazil","Liga F","Levante UD","Min:650 Max:10000","0","0","7","true","false","272009","false","false","RWB,RB","700"
"Arnautović","80","Rare","ST","Austria","Serie A TIM","Inter","Min:650 Max:10000","0","0","7","true","false","184200","false","false","CF,ST","700"
"Ávila","80","Rare","ST","Argentina","LALIGA EA SPORTS","CA Osasuna","Min:650 Max:10000","0","0","7","true","false","228520","false","false","RM,LM,CF,ST","700"
"Dalot Teixeira","80","Rare","RB","Portugal","Premier League","Manchester Utd","Min:650 Max:10000","0","0","7","true","false","234574","false","false","RWB,RB","700"
"De Marcos Arana","80","Rare","RB","Spain","LALIGA EA SPORTS","Athletic Club","Min:650 Max:10000","0","0","7","true","false","190149","false","false","RWB,RB","700"
"Castellanos","80","Rare","CM","Venezuela","Barclays WSL","Manchester City","Min:650 Max:10000","0","0","7","true","false","268303","false","false","CM,CAM","700"
"Ñíguez Esclápez","80","Rare","CM","Spain","LALIGA EA SPORTS","Atlético de Madrid","Min:650 Max:10000","0","0","7","true","false","208421","false","false","LWB,CM,LM","700"
"Veretout","80","Rare","CM","France","Ligue 1 Uber Eats","OM","Min:650 Max:10000","0","0","7","true","false","201519","false","false","CDM,CM","700"
"Savanier","80","Rare","CAM","France","Ligue 1 Uber Eats","Montpellier","Min:650 Max:10000","0","0","7","true","false","205686","false","false","CM,CAM","700"
"Kamara","80","Rare","CDM","France","Premier League","Aston Villa","Min:650 Max:10000","0","0","7","true","false","236987","false","false","CDM,CM","700"
"de Andrade","80","Rare","ST","Brazil","Premier League","Spurs","Min:650 Max:10000","0","0","7","true","false","231943","false","false","CF,RW,ST,LW","700"
"Moreno Lopera","80","Rare","LB","Spain","Premier League","Aston Villa","Min:650 Max:10000","0","0","7","true","false","217036","false","false","LB,LWB","700"
"Ramos Marchi","80","Rare","CB","Italy","ROSHN Saudi League","Al Ittihad","Min:650 Max:10000","0","0","7","true","false","50568003","false","false","CB","700"
"Rongier","80","Rare","CDM","France","Ligue 1 Uber Eats","OM","Min:650 Max:10000","0","0","7","true","false","223874","false","false","CDM,CM","700"
"Watkins","80","Rare","ST","England","Premier League","Aston Villa","Min:650 Max:10000","0","0","7","true","false","221697","false","false","CF,ST","700"
"Ramos","80","Rare","ST","Portugal","Ligue 1 Uber Eats","Paris SG","Min:650 Max:10000","0","0","7","true","false","256903","false","false","CF,ST","700"
"García Córdoba","80","Rare","RM","Spain","Barclays WSL","Manchester Utd","Min:650 Max:10000","0","0","7","true","false","242796","false","false","RM,CAM,RW,ST","750"
"Zaniolo","80","Rare","RM","Italy","Premier League","Aston Villa","Min:650 Max:10000","0","0","7","true","false","238067","false","false","RM,CF,RW","700"
"Viera Ramos","80","Rare","CAM","Spain","LALIGA EA SPORTS","UD Las Palmas","Min:650 Max:10000","0","0","7","true","false","198164","false","false","CM,LM,CAM","700"
"Valente da Silva","80","Rare","ST","Portugal","LALIGA EA SPORTS","Real Sociedad","Min:650 Max:10000","0","0","7","true","false","228941","false","false","CF,ST","700"
"Aubameyang","80","Rare","ST","Gabon","Ligue 1 Uber Eats","OM","Min:650 Max:10000","0","0","7","true","false","188567","false","false","CF,ST","700"
"Aquino Cossa","80","Rare","LM","Brazil","Liga Portugal","FC Porto","Min:650 Max:10000","0","0","7","true","false","238896","false","false","RB,LM,LW","700"
"Elustondo","80","Common","CB","Spain","LALIGA EA SPORTS","Real Sociedad","Min:350 Max:10000","0","0","7","true","false","226221","false","false","RB,CB","550"
"Westphal","80","Common","RB","United States","NWSL","San Diego Wave","Min:350 Max:10000","0","0","7","true","false","267391","false","false","RWB,RB","800"
"Deulofeu Lázaro","80","Rare","CF","Spain","Serie A TIM","Udinese","Min:650 Max:10000","0","0","7","true","false","202477","false","false","CF,ST","1100"
"Berenguer Remiro","80","Rare","LM","Spain","LALIGA EA SPORTS","Athletic Club","Min:650 Max:10000","0","0","7","true","false","225201","false","false","RM,LM,LW","700"
"Endo","80","Rare","CM","Japan","Premier League","Liverpool","Min:650 Max:10000","0","0","7","true","false","232487","false","false","CDM,CM","700"
"Anyomi","80","Rare","ST","Germany","GPFBL","Frankfurt","Min:650 Max:10000","0","0","7","true","false","264947","false","false","CF,RW,ST","700"
"de Roon","80","Rare","CDM","Netherlands","Serie A TIM","Bergamo Calcio","Min:650 Max:10000","0","0","7","true","false","208461","false","false","CB,CDM,CM","700"
"Martial","80","Rare","ST","France","Premier League","Manchester Utd","Min:650 Max:10000","0","0","7","true","false","211300","false","false","CF,ST","700"
"Raspadori","79","Rare","CF","Italy","Serie A TIM","Napoli FC","Min:650 Max:10000","0","561","7","false","false","253002","false","false","CF,ST,LW","700"
"García Gómez","79","Rare","RB","Spain","Liga F","Atlético de Madrid","Min:650 Max:10000","0","561","7","false","false","256303","false","false","RWB,RB,RM,RW","700"
"Baku","79","Rare","RB","Germany","Bundesliga","VfL Wolfsburg","Min:650 Max:10000","0","561","7","false","false","240709","false","false","RWB,RB,RW","700"
"Wright","79","Common","LB","United States","NWSL","Chicago Red Stars","Min:350 Max:10000","0","280","7","false","false","267281","false","false","LB,LWB,LM","500"
"Roebuck","79","Common","GK","England","Barclays WSL","Manchester City","Min:350 Max:10000","0","280","7","false","false","247796","false","false","GK","600"
"Baumgartner","79","Common","CAM","Austria","Bundesliga","RB Leipzig","Min:350 Max:10000","0","280","7","false","false","242187","false","false","CM,CAM,CF","500"
"Demirbay","79","Common","CM","Germany","Trendyol Süper Lig","Galatasaray","Min:350 Max:10000","0","280","7","false","false","211748","false","false","CDM,CM,CAM","550"
"Lete Para","79","Common","GK","Spain","Liga F","Real Sociedad","Min:350 Max:10000","0","280","7","false","false","272213","false","false","GK","500"
"Kampl","79","Common","CM","Slovenia","Bundesliga","RB Leipzig","Min:350 Max:10000","0","280","7","false","false","195365","false","false","CDM,CM","600"
"Alonso Mendoza","79","Common","LB","Spain","LALIGA EA SPORTS","FC Barcelona","Min:350 Max:10000","0","280","7","false","false","192638","false","false","CB,LB,LWB","500"
"Mayling","79","Common","RB","England","Barclays WSL","Aston Villa","Min:350 Max:10000","0","280","7","false","false","265326","false","false","RWB,RB","500"
"Souček","79","Common","CDM","Czech Republic","Premier League","West Ham","Min:350 Max:10000","0","280","7","false","false","236792","false","false","CDM,CM","550"
"Torres Muñoz","79","Common","CM","Spain","LALIGA EA SPORTS","Sevilla FC","Min:350 Max:10000","0","280","7","false","false","208777","false","false","CM,CAM,LW","500"
"Medina Martin","79","Common","LB","Spain","Liga F","Atlético de Madrid","Min:350 Max:10000","0","280","7","false","false","272110","false","false","LB,LWB","500"
"Nicolao Telles","79","Common","LB","Brazil","ROSHN Saudi League","Al Nassr","Min:350 Max:10000","0","280","7","false","false","212462","false","false","LB,LWB,LM","850"
"González Estrada","79","Common","CB","Spain","LALIGA EA SPORTS","UD Almería","Min:350 Max:10000","0","280","7","false","false","247500","false","false","CB,CDM","500"
"Milenković","79","Common","CB","Serbia","Serie A TIM","Fiorentina","Min:350 Max:10000","0","280","7","false","false","238095","false","false","CB","550"
"Gómez Bordonado","79","Common","CM","Spain","LALIGA EA SPORTS","CA Osasuna","Min:350 Max:10000","0","280","7","false","false","206590","false","false","RM,CM,LM","500"
"Burn","79","Common","CB","England","Premier League","Newcastle Utd","Min:350 Max:10000","0","0","44","true","false","198032","false","false","CB,LB","700"
"Alvarado","79","Common","GK","Mexico","NWSL","Houston Dash","Min:350 Max:10000","0","0","7","true","false","228800","false","false","GK","550"
"Aursnes","79","Rare","CM","Norway","Liga Portugal","SL Benfica","Min:650 Max:10000","0","0","7","true","false","231913","false","false","RB,CM,LM","700"
"Catena Marugán","79","Common","CB","Spain","LALIGA EA SPORTS","CA Osasuna","Min:350 Max:10000","0","0","7","true","false","243976","false","false","CB","500"
"Grohe","79","Common","GK","Brazil","ROSHN Saudi League","Al Ittihad","Min:350 Max:10000","0","0","7","true","false","167959","false","false","GK","500"
"Pinillos Moreno","79","Common","RWB","Spain","Liga F","Madrid CFF","Min:350 Max:10000","0","0","7","true","false","272064","false","false","RWB,RB,RM","500"
"Rodríguez Costa","79","Rare","CB","Spain","Liga F","Atlético de Madrid","Min:650 Max:10000","0","0","7","true","false","272113","false","false","CB","700"
"McTominay","79","Common","CDM","Scotland","Premier League","Manchester Utd","Min:350 Max:10000","0","0","7","true","false","237238","false","false","CDM,CM","500"
"Părăluță","79","Common","GK","Romania","Liga F","Levante UD","Min:350 Max:10000","0","0","7","true","false","272022","false","false","GK","550"
"Delaney","79","Rare","CDM","Denmark","1A Pro League","RSC Anderlecht","Min:650 Max:10000","0","0","7","true","false","193283","false","false","CDM,CM","700"
"Gravenberch","79","Rare","CM","Netherlands","Premier League","Liverpool","Min:650 Max:10000","0","0","7","true","false","50577752","false","false","CM","700"
"Zadorsky","79","Common","CB","Canada","Barclays WSL","Spurs","Min:350 Max:10000","0","0","7","true","false","235594","false","false","CB","550"
"Onumonu","79","Common","ST","Nigeria","NWSL","NJ/NY Gotham","Min:350 Max:10000","0","0","7","true","false","267359","false","false","CF,ST,LW","500"
"Cavani","79","CONMEBOL Libertadores","ST","Uruguay","Libertadores","Boca Juniors","Min:650 Max:10000","0","0","7","true","false","179813","false","false","CF,ST","3000"
"Castellanos","79","Common","ST","Argentina","Serie A TIM","Latium","Min:350 Max:10000","0","0","7","true","false","237712","false","false","CF,ST","1000"
"Günter","79","Common","LB","Germany","Bundesliga","SC Freiburg","Min:350 Max:10000","0","0","7","true","false","209846","false","false","LB,LWB,LM","650"
"Mendoza Miralles","79","Common","CB","Spain","Liga F","Levante UD","Min:350 Max:10000","0","0","7","true","false","272013","false","false","CB","500"
"Mitrović","79","Rare","ST","Serbia","ROSHN Saudi League","Al Hilal","Min:650 Max:10000","0","0","7","true","false","215716","false","false","CF,ST","700"
"Groenen","79","Rare","CM","Netherlands","D1 Arkema","Paris SG","Min:650 Max:10000","0","0","7","true","false","233852","false","false","CDM,CM","700"
"Frankowski","79","Rare","RWB","Poland","Ligue 1 Uber Eats","RC Lens","Min:650 Max:10000","0","0","7","true","false","212138","false","false","RWB,RB,LWB","700"
"Teuma","79","Rare","CM","Malta","Ligue 1 Uber Eats","Stade de Reims","Min:650 Max:10000","0","0","7","true","false","244309","false","false","CDM,CM,CAM","700"
"Svitková","79","Rare","CAM","Czech Republic","Barclays WSL","Chelsea","Min:650 Max:10000","0","0","7","true","false","265304","false","false","CM,CAM,LW","700"
"Herrera Pirón","79","Common","GK","Spain","LALIGA EA SPORTS","CA Osasuna","Min:350 Max:10000","0","0","7","true","false","224003","false","false","GK","500"
"Trauner","79","Rare","CB","Austria","Eredivisie","Feyenoord","Min:650 Max:10000","0","0","7","true","false","199813","false","false","CB","700"
"McGregor","79","Rare","CDM","Scotland","cinch Prem","Celtic","Min:650 Max:10000","0","0","7","true","false","211093","false","false","CDM,CM","700"
"Bernardo Inácio","79","Rare","CB","Portugal","Liga Portugal","Sporting CP","Min:650 Max:10000","0","0","7","true","false","257179","false","false","CB","700"
"Aidoo","79","Rare","CB","Ghana","LALIGA EA SPORTS","RC Celta","Min:650 Max:10000","0","0","7","true","false","230021","false","false","CB","700"
"Almada","79","Rare","CAM","Argentina","MLS","Atlanta United","Min:650 Max:10000","0","0","7","true","false","245371","false","false","CM,CAM,CF","700"
"Mondésir","79","Rare","ST","Haiti","D1 Arkema","Montpellier","Min:650 Max:10000","0","0","7","true","false","265853","false","false","CF,ST","700"
"Klostermann","79","Rare","CB","Germany","Bundesliga","RB Leipzig","Min:650 Max:10000","0","0","7","true","false","222331","false","false","RB,CB","700"
"Montiel","79","Rare","RB","Argentina","Premier League","Nott'm Forest","Min:650 Max:10000","0","0","7","true","false","231340","false","false","RWB,RB","700"
"Guendouzi","79","Rare","CM","France","Serie A TIM","Latium","Min:650 Max:10000","0","0","7","true","false","50568144","false","false","CM,CF","700"
"Rall","79","Common","RB","Germany","GPFBL","FC Bayern München","Min:350 Max:10000","0","0","7","true","false","264901","false","false","RWB,RB,RM","550"
"Ball","79","Common","CB","United States","NWSL","KC Current","Min:350 Max:10000","0","0","7","true","false","267329","false","false","CB","800"
"Mewis","79","Rare","CM","United States","NWSL","NJ/NY Gotham","Min:650 Max:10000","0","0","7","true","false","226351","false","false","CM","700"
"Reis de Lima","79","Rare","CB","Brazil","Liga Portugal","Sporting CP","Min:650 Max:10000","0","0","7","true","false","230625","false","false","CB,LB,LWB","700"
"Bartrip","79","Rare","CB","England","Barclays WSL","Spurs","Min:650 Max:10000","0","0","7","true","false","265262","false","false","CB","700"
"González Rosa","79","Rare","CDM","Spain","Liga F","Madrid CFF","Min:650 Max:10000","0","0","7","true","false","272081","false","false","CDM,CM","700"
"Kuikka","79","Common","RB","Finland","NWSL","Portland Thorns","Min:350 Max:10000","0","0","7","true","false","267221","false","false","RWB,RB","700"
"Muriel","79","Rare","ST","Colombia","Serie A TIM","Bergamo Calcio","Min:650 Max:10000","0","0","7","true","false","199110","false","false","CF,ST","700"
"Robertone","79","Rare","CM","Argentina","LALIGA EA SPORTS","UD Almería","Min:650 Max:10000","0","0","7","true","false","235008","false","false","CDM,CM,CAM","700"
"Berchiche Izeta","79","Rare","LB","Spain","LALIGA EA SPORTS","Athletic Club","Min:650 Max:10000","0","0","7","true","false","183512","false","false","LB,LWB","700"
"Feldkamp","79","Rare","CB","Germany","GPFBL","TSG Hoffenheim","Min:650 Max:10000","0","0","7","true","false","264991","false","false","CB","700"
