Id,Name,Rating,RarityId,Rarity,Preferred Position,Nation,League,Team,Untradeable,Loans,IsDuplicate,IsInActive11,Groups,Alternate Positions,ExternalPrice
192930,Pulido Alan,72,0,Common,ST,Mexico,MLS,Sporting KC,TRUE,FALSE,FALSE,FALSE,0,"ST,CAM",200
277022,Simic Jan-Carlo,63,1,Rare,CB,Serbia,1A Pro League,RSC Anderlecht,TRUE,FALSE,FALSE,FALSE,4,CB,200
277023,Barr Conor,51,0,Common,CB,N. Ireland,SSE Airtricity PD,Derry City,TRUE,FALSE,FALSE,FALSE,0,CB,200
277025,Dweh Sampson,73,1,Rare,CB,Liberia,Ceska Liga,Viktoria Plzen,TRUE,FALSE,FALSE,FALSE,4,CB,350
213956,Adama Traore,75,1,Rare,RM,Spain,Premier League,Fulham,TRUE,FALSE,FALSE,FALSE,4,"RM,RW",650
277027,Tomic Michal,71,0,Common,RB,Slovakia,Eliteserien,FK Bodo/Glimt,TRUE,FALSE,FALSE,FALSE,0,"RB,RM",200
213959,Andersson Elias,67,0,Common,LB,Sweden,PKO BP Ekstraklasa,Lech Poznan,TRUE,FALSE,FALSE,FALSE,0,"LB,CM",200
234983,Laci Qazim,75,0,Common,CM,Albania,Ceska Liga,Sparta Praha,TRUE,FALSE,FALSE,FALSE,0,"CM,CDM",350
192938,Ngbakoto Yeni,66,0,Common,LM,DR Congo,3F Superliga,Vejle Boldklub,TRUE,FALSE,FALSE,FALSE,0,"LM,RM,ST,LW",200
234984,Jankovic Marko,68,0,Common,CM,Montenegro,Liga Azerbaijan,Qarabag FK,TRUE,FALSE,FALSE,FALSE,0,"CM,CDM",200
256008,Morato,76,0,Common,CB,Brazil,Liga Portugal,SL Benfica,TRUE,FALSE,FALSE,FALSE,0,"CB,LB",0
277031,Khusanov Abdukodir,72,0,Common,CB,Uzbekistan,Ligue 1 McDonald's,RC Lens,TRUE,FALSE,FALSE,FALSE,0,CB,200
234986,Retsos Panagiotis,75,0,Common,CB,Greece,Hellas Liga,Olympiacos FC,TRUE,FALSE,FALSE,FALSE,0,CB,400
234988,Al Saeed Mohammed,57,0,Common,LB,Saudi Ara.,ROSHN Saudi League,Al Okhdood,TRUE,FALSE,FALSE,FALSE,0,"LB,LM,LW",200
277034,Orlikowski Igor,53,0,Common,CB,Poland,PKO BP Ekstraklasa,Zaglebie Lubin,TRUE,FALSE,FALSE,FALSE,0,CB,200
234992,Luis Rocha,67,0,Common,CB,Portugal,Liga Portugal,Santa Clara,TRUE,FALSE,FALSE,FALSE,0,CB,200
171923,Foley Sam,59,0,Common,CM,Ireland,EFL League Two,Barrow,TRUE,FALSE,FALSE,FALSE,0,"CM,CDM",200
213969,Pinnock Mitch,67,1,Rare,CAM,England,EFL League One,Northampton,TRUE,FALSE,FALSE,FALSE,4,"CAM,CM,LM",400
277039,Sehitler Alara,65,0,Common,CM,Germany,GPFBL,FC Bayern Munchen,TRUE,FALSE,FALSE,FALSE,0,"CM,CAM",200
277040,Nachtigall Sophie,68,0,Common,CM,Germany,GPFBL,Frankfurt,TRUE,FALSE,FALSE,FALSE,0,CM,200
256018,Miguel Berry,64,1,Rare,ST,Spain,MLS,LA Galaxy,TRUE,FALSE,FALSE,FALSE,4,ST,200
277041,Veit Jella,67,0,Common,CB,Germany,GPFBL,Frankfurt,TRUE,FALSE,FALSE,FALSE,0,CB,200
213974,Rodriguez Diego,70,0,Common,CDM,Uruguay,Libertadores,Liverpool,TRUE,FALSE,FALSE,FALSE,0,"CDM,CM",200
256021,Tijani Mohamed,68,0,Common,CB,Benin,CSSL ,Yverdon Sport FC,TRUE,FALSE,FALSE,FALSE,0,CB,200
234999,Jean,74,1,Rare,GK,Brazil,Libertadores,Cerro Porteno,TRUE,FALSE,FALSE,FALSE,4,GK,350
277046,Giles Alex,53,0,Common,CB,England,EFL League Two,Gillingham,TRUE,FALSE,FALSE,FALSE,0,"CB,RB",200
256024,Tafari Nkosi,65,0,Common,CB,USA,MLS,FC Dallas,TRUE,FALSE,FALSE,FALSE,0,"CB,RB",200
192955,Klich Mateusz,74,1,Rare,CM,Poland,MLS,D.C. United,TRUE,FALSE,FALSE,FALSE,4,"CM,CDM,LW",350
235002,Rosic Lazar,71,0,Common,CB,Serbia,CSL,Changchun Yatai,TRUE,FALSE,FALSE,FALSE,0,CB,200
277048,Ari Mingueza,74,1,Rare,CM,Spain,Liga F,Granada CF,TRUE,FALSE,FALSE,FALSE,4,"CM,CDM",350
235004,Suso Gaston,71,0,Common,CB,Argentina,LPF,Platense,TRUE,FALSE,FALSE,FALSE,0,CB,200
277050,Saldana,61,1,Rare,GK,Spain,LALIGA HYPERMOTION,FC Cartagena,TRUE,FALSE,FALSE,FALSE,4,GK,2100
235005,Kakabadze Otar,66,0,Common,RM,Georgia,PKO BP Ekstraklasa,Cracovia,TRUE,FALSE,FALSE,FALSE,0,"RM,RB,RW",550
277052,Boateng Malachi,64,1,Rare,CDM,England,Scottish Prem,Hearts,TRUE,FALSE,FALSE,FALSE,4,"CDM,CM",200
277053,Rizza Alessio,61,0,Common,LB,Italy,Serie BKT,Cittadella,TRUE,FALSE,FALSE,FALSE,0,LB,200
235008,Robertone Lucas,76,0,Common,CM,Argentina,LALIGA HYPERMOTION,UD Almeria,TRUE,FALSE,FALSE,FALSE,0,"CM,CDM,CAM",350
277054,Kalu Johsbosco,61,0,Common,ST,Nigeria,Allsvenskan,IFK Varnamo,TRUE,FALSE,FALSE,FALSE,0,ST,200
256033,Topcu Emirhan,69,0,Common,CB,Türkiye,Trendyol Super Lig,Besiktas,TRUE,FALSE,FALSE,FALSE,0,CB,200
256035,Sulemana Kamaldeen,71,1,Rare,LW,Ghana,Premier League,Southampton,TRUE,FALSE,FALSE,FALSE,4,"LW,LM,ST",450
256036,Baldursson Andri Fannar,63,0,Common,CDM,Iceland,Allsvenskan,IF Elfsborg,TRUE,FALSE,FALSE,FALSE,0,"CDM,CM",200
235014,Smith Jonny,65,0,Common,RM,England,EFL League One,Wigan Athletic,TRUE,FALSE,FALSE,FALSE,0,"RM,LM,RW",300
277060,Sigua Gabriel,59,1,Rare,CM,Georgia,CSSL ,FC Basel 1893,TRUE,FALSE,FALSE,FALSE,4,CM,200
213991,Lerma Jefferson,79,1,Rare,CDM,Colombia,Premier League,Crystal Palace,TRUE,FALSE,FALSE,FALSE,4,"CDM,CB,CM",650
192970,Mayor Danny,64,1,Rare,CM,England,EFL League Two,Fleetwood Town,TRUE,FALSE,FALSE,FALSE,4,"CM,LW",200
277062,Skjeldal Samuel Skree,54,0,Common,LB,Norway,Eliteserien,Odds BK,TRUE,FALSE,FALSE,FALSE,0,LB,200
256039,Perez Jonathan,56,0,Common,RM,Mexico,MLS,Nashville SC,TRUE,FALSE,FALSE,FALSE,0,"RM,RW",0
256040,Haugen Herman,62,1,Rare,RB,Norway,Eliteserien,Viking FK,TRUE,FALSE,FALSE,FALSE,4,RB,200
213994,Belloni Niccolo,64,0,Common,LM,Italy,Serie BKT,Carrarese Calcio,TRUE,FALSE,FALSE,FALSE,0,"LM,CAM,LW",200
235018,Nicolas Moritz,73,1,Rare,GK,Germany,Bundesliga,M'gladbach,TRUE,FALSE,FALSE,FALSE,4,GK,500
256042,Hernandez Elvis,60,0,Common,CB,Argentina,Sudamericana,Coquimbo Unido,TRUE,FALSE,FALSE,FALSE,0,CB,200
277065,Jefte,69,1,Rare,LB,Brazil,Scottish Prem,Rangers,TRUE,FALSE,FALSE,FALSE,4,"LB,LM",300
277066,De Vlaeminck Ebbe,56,0,Common,GK,Belgium,1A Pro League,KV Kortrijk,TRUE,FALSE,FALSE,FALSE,0,GK,200
256044,Pedro Amador,68,0,Common,LB,Portugal,MLS,Atlanta United,TRUE,FALSE,FALSE,FALSE,0,LB,200
235021,Canotto Luigi,70,0,Common,RW,Italy,Serie BKT,Frosinone,TRUE,FALSE,FALSE,FALSE,0,"RW,RM",200
235022,Schmidt Niklas,72,1,Rare,CM,Germany,Ligue 1 McDonald's,Toulouse FC,TRUE,FALSE,FALSE,FALSE,4,"CM,CAM",350
277068,Lucas Pires,72,0,Common,LB,Brazil,EFL Championship,Burnley,TRUE,FALSE,FALSE,FALSE,0,"LB,LM,LW",250
277069,Luismi Cruz,72,1,Rare,RM,Spain,LALIGA HYPERMOTION,CD Tenerife,TRUE,FALSE,FALSE,FALSE,4,"RM,LM,CAM,RW",350
277070,Toure Tidjany,68,0,Common,LM,France,Liga Portugal,Gil Vicente,TRUE,FALSE,FALSE,FALSE,0,"LM,LW",200
50606134,Marvel,63,0,Common,CB,Spain,LALIGA HYPERMOTION,Cordoba CF,TRUE,FALSE,FALSE,FALSE,0,CB,200
235026,Richards Omar,72,1,Rare,LB,England,Liga Portugal,Rio Ave FC,TRUE,FALSE,FALSE,FALSE,4,LB,350
277072,Bafdili Bilal,64,1,Rare,CAM,Belgium,1A Pro League,KV Mechelen,TRUE,FALSE,FALSE,FALSE,4,"CAM,ST",200
235027,Southwood Luke,65,0,Common,GK,N. Ireland,EFL League One,Bolton,TRUE,FALSE,FALSE,FALSE,0,GK,200
277073,Andrea Gomez,67,0,Common,ST,Spain,Liga F,Granada CF,TRUE,FALSE,FALSE,FALSE,0,ST,200
256051,Nunez Marcelino,72,1,Rare,CM,Chile,EFL Championship,Norwich,TRUE,FALSE,FALSE,FALSE,4,"CM,CDM",350
235028,McIntyre Tom,66,0,Common,CB,Scotland,EFL Championship,Portsmouth,TRUE,FALSE,FALSE,FALSE,0,"CB,LB,CDM",200
235029,Chalov Fedor,75,0,Common,ST,Russia,Hellas Liga,PAOK FC,TRUE,FALSE,FALSE,FALSE,0,ST,350
277075,Pena Adrian,56,0,Common,CAM,Bolivia,Sudamericana,Wilstermann,TRUE,FALSE,FALSE,FALSE,0,"CAM,ST",200
256053,Pulskamp John,64,1,Rare,GK,USA,MLS,Sporting KC,TRUE,FALSE,FALSE,FALSE,4,GK,200
192984,Casteels Koen,82,1,Rare,GK,Belgium,ROSHN Saudi League,Al Qadisiyah,TRUE,FALSE,FALSE,FALSE,4,GK,650
192985,De Bruyne Kevin,90,1,Rare,CM,Belgium,Premier League,Manchester City,TRUE,FALSE,FALSE,FALSE,4,"CM,CAM",35000
214009,Cuellar Gustavo,76,0,Common,CDM,Colombia,ROSHN Saudi League,Al Shabab,TRUE,FALSE,FALSE,FALSE,0,"CDM,CM",350
256059,Alkain,70,0,Common,RM,Spain,LALIGA HYPERMOTION,SD Eibar,TRUE,FALSE,FALSE,FALSE,0,"RM,RW",200
235036,Faes Wout,76,0,Common,CB,Belgium,Premier League,Leicester City,TRUE,FALSE,FALSE,FALSE,0,CB,550
192991,Tosun Cenk,74,1,Rare,ST,Türkiye,Trendyol Super Lig,Fenerbahce,TRUE,FALSE,FALSE,FALSE,4,"ST,LW",400
214019,Giraldo Daniel,70,0,Common,CDM,Colombia,Libertadores,Millonarios,TRUE,FALSE,FALSE,FALSE,0,"CDM,CM",200
214021,Torijano Fainer,69,0,Common,CB,Colombia,Sudamericana,Indep. Medellin,TRUE,FALSE,FALSE,FALSE,0,CB,200
192999,Aymes Jeremy,62,0,Common,GK,France,Ligue 2 BKT,FC Martigues,TRUE,FALSE,FALSE,FALSE,0,GK,200
256070,Kelly Jeremy,62,0,Common,LM,USA,EFL League One,Crawley Town,TRUE,FALSE,FALSE,FALSE,0,"LM,LB,CM,LW",200
214026,Mojica Johan,77,1,Rare,LB,Colombia,LALIGA EA SPORTS,RCD Mallorca,TRUE,FALSE,FALSE,FALSE,4,"LB,LM",650
235054,Vujica Ivan,63,1,Rare,LB,Australia,A-League,Macarthur FC,TRUE,FALSE,FALSE,FALSE,4,LB,200
235055,Stojkovic Filip,71,1,Rare,RB,Montenegro,O. Bundesliga,LASK,TRUE,FALSE,FALSE,FALSE,4,"RB,RM",300
256079,Caicedo Moises,82,1,Rare,CDM,Ecuador,Premier League,Chelsea,TRUE,FALSE,FALSE,FALSE,4,"CDM,CM",950
235056,Simakala Ba-Muaka,67,0,Common,LW,Germany,3. Liga,VfL Osnabruck,TRUE,FALSE,FALSE,FALSE,0,"LW,LM,RW",550
256080,Guille Rosas,67,0,Common,RB,Spain,LALIGA HYPERMOTION,R. Sporting,TRUE,FALSE,FALSE,FALSE,0,"RB,RM",200
193011,Cook Steve,72,1,Rare,CB,England,EFL Championship,QPR,TRUE,FALSE,FALSE,FALSE,4,CB,350
214035,Martinez Jefersson,67,0,Common,GK,Colombia,Libertadores,Junior,TRUE,FALSE,FALSE,FALSE,0,GK,200
256082,Lissens Lucas,63,0,Common,CB,Belgium,3F Superliga,Lyngby BK,TRUE,FALSE,FALSE,FALSE,0,CB,200
193013,Shea James,67,0,Common,GK,England,EFL Championship,Luton Town,TRUE,FALSE,FALSE,FALSE,0,GK,1200
235059,Thomas Luke,66,0,Common,RM,England,EFL League One,Bristol Rovers,TRUE,FALSE,FALSE,FALSE,0,"RM,CAM,RW",250
214040,Fabra Frank,75,0,Common,LB,Colombia,Sudamericana,Boca Juniors,TRUE,FALSE,FALSE,FALSE,0,LB,400
235064,MacDonald Calum,62,1,Rare,LB,Scotland,EFL League One,Mansfield Town,TRUE,FALSE,FALSE,FALSE,4,LB,200
256094,Cascarino Estelle,75,0,Common,CB,France,Calcio A Femminile,Juventus,TRUE,FALSE,FALSE,FALSE,0,"CB,LB",450
277117,Borrelli Edoardo,60,0,Common,GK,Italy,Serie BKT,Catanzaro,TRUE,FALSE,FALSE,FALSE,0,GK,200
277118,Faye Mikayil,63,0,Common,CB,Senegal,Ligue 1 McDonald's,Stade Rennais FC,TRUE,FALSE,FALSE,FALSE,0,"CB,LB",200
235073,Kobel Gregor,88,1,Rare,GK,Switzerl.,Bundesliga,Borussia Dortmund,TRUE,FALSE,FALSE,FALSE,4,GK,17250
277119,Yeo Moussa,62,0,Common,CM,Mali,O. Bundesliga,RB Salzburg,TRUE,FALSE,FALSE,FALSE,0,"CM,CDM",200
256097,Javi Lopez,70,0,Common,LB,Spain,LALIGA EA SPORTS,Real Sociedad,TRUE,FALSE,FALSE,FALSE,0,LB,450
50564136,Romero Cristian,88,46,UEL Road to the Knockouts,CB,Argentina,Premier League,Spurs,TRUE,FALSE,FALSE,FALSE,0,CB,209000
256098,Ledezma Richard,67,0,Common,CAM,USA,Eredivisie,PSV,TRUE,FALSE,FALSE,FALSE,0,"CAM,CM",300
277121,thorisson Nokkvi,62,0,Common,LM,Iceland,MLS,St. Louis CITY SC,TRUE,FALSE,FALSE,FALSE,0,"LM,LW",200
277122,Rybak Alan,54,0,Common,ST,Poland,PKO BP Ekstraklasa,Jagiellonia,TRUE,FALSE,FALSE,FALSE,0,ST,200
256100,Ricardo Matos,63,1,Rare,ST,Portugal,SUPERLIGA,FC Gloria Buzau,TRUE,FALSE,FALSE,FALSE,4,"ST,RM",200
235077,Riascos Brayan,68,0,Common,ST,Colombia,CSL,Qingdao W. Coast,TRUE,FALSE,FALSE,FALSE,0,"ST,RM",200
214054,Rivera Harold,68,0,Common,CDM,Colombia,Sudamericana,America de Cali,TRUE,FALSE,FALSE,FALSE,0,"CDM,CM",200
256104,Tessmann Tanner,71,0,Common,CDM,USA,Serie A Enilive,Venezia,TRUE,FALSE,FALSE,FALSE,0,"CDM,CM",0
256107,Johnston Alistair,75,0,Common,RB,Canada,Scottish Prem,Celtic,TRUE,FALSE,FALSE,FALSE,0,RB,350
235086,Varga Adam,66,0,Common,GK,Hungary,Magyar Liga,Ferencvarosi TC,TRUE,FALSE,FALSE,FALSE,0,GK,200
256110,Skahan Jack,64,1,Rare,CM,USA,MLS,SJ Earthquakes,TRUE,FALSE,FALSE,FALSE,4,CM,200
256111,Panicco Elliot,62,1,Rare,GK,USA,MLS,Nashville SC,TRUE,FALSE,FALSE,FALSE,4,GK,200
235088,Luis Perez,73,1,Rare,RB,Spain,LALIGA EA SPORTS,R. Valladolid CF,TRUE,FALSE,FALSE,FALSE,4,RB,350
256115,Samardzic Lazar,75,0,Common,CM,Serbia,Serie A Enilive,Bergamo Calcio,TRUE,FALSE,FALSE,FALSE,0,"CM,CDM,CAM",350
256118,Keitel Yannik,71,0,Common,CDM,Germany,Bundesliga,VfB Stuttgart,TRUE,FALSE,FALSE,FALSE,0,"CDM,CB,CM",400
277145,Marques Alice,60,0,Common,CB,France,Liga F,Valencia CF,TRUE,FALSE,FALSE,FALSE,0,CB,200
235100,Kalahur Milosz,62,0,Common,LB,Poland,PKO BP Ekstraklasa,Lechia Gdansk,TRUE,FALSE,FALSE,FALSE,0,LB,200
235101,Makowski Tomasz,65,0,Common,CDM,Poland,PKO BP Ekstraklasa,Zaglebie Lubin,TRUE,FALSE,FALSE,FALSE,0,CDM,200
193057,Benschop Charlison,63,1,Rare,ST,N.Antilles,3. Liga,Aleman. Aachen,TRUE,FALSE,FALSE,FALSE,4,ST,200
256127,Boving William,68,1,Rare,ST,Denmark,O. Bundesliga,SK Sturm Graz,TRUE,FALSE,FALSE,FALSE,4,"ST,CAM",300
193061,Pereyra Roberto,78,0,Common,CM,Argentina,Hellas Liga,AEK Athens,TRUE,FALSE,FALSE,FALSE,0,"CM,CAM",350
277154,Ortel Nils,60,0,Common,LB,Germany,3. Liga,Unterhaching,TRUE,FALSE,FALSE,FALSE,0,"LB,RB",200
235111,Sosa Leandro,69,1,Rare,CDM,Uruguay,Sudamericana,Danubio,TRUE,FALSE,FALSE,FALSE,4,"CDM,LB,CM",300
214088,Dawson Cameron,66,0,Common,GK,England,EFL League One,Rotherham Utd,TRUE,FALSE,FALSE,FALSE,0,GK,200
50564174,Cobbaut Elias,73,1,Rare,CB,Belgium,Ceska Liga,Sparta Praha,TRUE,FALSE,FALSE,FALSE,4,CB,350
256136,Torres Facundo,74,1,Rare,RM,Uruguay,MLS,Orlando City,TRUE,FALSE,FALSE,FALSE,4,"RM,LM,CAM,RW",350
50543152,Baker Lewis,70,1,Rare,CM,England,EFL Championship,Blackburn Rovers,TRUE,FALSE,FALSE,FALSE,4,"CM,CDM",300
256140,Lewis Kevin,68,0,Common,CDM,Uruguay,Sudamericana,Danubio,TRUE,FALSE,FALSE,FALSE,0,"CDM,LB,LM",200
214096,Kleindienst Tim,77,0,Common,ST,Germany,Bundesliga,M'gladbach,TRUE,FALSE,FALSE,FALSE,0,ST,350
256144,Arce Jefferson,65,1,Rare,CAM,Ecuador,Libertadores,Barcelona SC,TRUE,FALSE,FALSE,FALSE,4,"CAM,RM,LM",300
277167,Njoh Yonis,61,0,Common,ST,France,Ligue 2 BKT,Pau FC,TRUE,FALSE,FALSE,FALSE,0,"ST,LM",5100
214098,Rijkaard Frank,87,12,Icon,CDM,Netherlands,Icons,Icon,TRUE,FALSE,FALSE,FALSE,7,"CDM,CB,CM",635000
256145,Zenobio Felipe,61,0,Common,GK,Argentina,LPF,Tigre,TRUE,FALSE,FALSE,FALSE,0,GK,200
256146,Leizza Brian,67,0,Common,CB,Argentina,LPF,Tigre,TRUE,FALSE,FALSE,FALSE,0,CB,200
193077,Falcinelli Diego,67,0,Common,ST,Italy,Serie BKT,Spezia,TRUE,FALSE,FALSE,FALSE,0,ST,200
277169,Sangare Wassa,59,0,Common,CB,France,Arkema PL,OL,TRUE,FALSE,FALSE,FALSE,0,CB,200
214100,Gullit Ruud,90,12,Icon,CAM,Netherlands,Icons,Icon,TRUE,FALSE,FALSE,FALSE,7,"CAM,CM,ST",6610000
214101,Paulo Futre,88,72,UT Heroes,LW,Portugal,LALIGA EA SPORTS,HERO,TRUE,FALSE,FALSE,FALSE,8,"LW,LM,RW,ST",870000
277171,Mendy Maeline,60,1,Rare,CM,France,Arkema PL,OL,TRUE,FALSE,FALSE,FALSE,4,CM,200
256149,Martinez Hugo,69,0,Common,CDM,Paraguay,Libertadores,Libertad,TRUE,FALSE,FALSE,FALSE,0,"CDM,CM",450
277173,Jankovska Sarah,71,0,Common,CDM,Denmark,Arkema PL,Dijon FCO,TRUE,FALSE,FALSE,FALSE,0,"CDM,CM",200
235128,Mana Nicolas,68,0,Common,RM,Argentina,Sudamericana,Sportivo Luqueno,TRUE,FALSE,FALSE,FALSE,0,"RM,RW,ST,LW",200
277175,Joseph Liana,60,0,Common,ST,France,Arkema PL,OL,TRUE,FALSE,FALSE,FALSE,0,ST,200
277178,Diakite Oumar,72,0,Common,ST,Ivory Coast,Ligue 1 McDonald's,Stade de Reims,TRUE,FALSE,FALSE,FALSE,0,ST,200
256156,Morinigo Rodrigo,62,0,Common,GK,Paraguay,Libertadores,Libertad,TRUE,FALSE,FALSE,FALSE,0,GK,200
235133,Finotto Mattia,68,1,Rare,ST,Italy,Serie BKT,Carrarese Calcio,TRUE,FALSE,FALSE,FALSE,4,"ST,CAM",300
277179,Fermin,76,0,Common,CM,Spain,LALIGA EA SPORTS,FC Barcelona,TRUE,FALSE,FALSE,FALSE,0,"CM,CAM,LW",700
235134,Rosario Pablo,75,0,Common,CDM,Netherlands,Ligue 1 McDonald's,OGC Nice,TRUE,FALSE,FALSE,FALSE,0,"CDM,CB,CM",350
277180,Lagae Bram,64,1,Rare,CB,Belgium,1A Pro League,KV Kortrijk,TRUE,FALSE,FALSE,FALSE,4,"CB,CDM",700
214111,Otalvaro Sergio,67,0,Common,RB,Colombia,Sudamericana,Sportivo Luqueno,TRUE,FALSE,FALSE,FALSE,0,"RB,RM",200
277181,Profini Rafael,64,1,Rare,CB,Argentina,LPF,Union,TRUE,FALSE,FALSE,FALSE,4,CB,200
256159,Sanseviero Lucas,62,1,Rare,RW,Uruguay,Sudamericana,Danubio,TRUE,FALSE,FALSE,FALSE,4,"RW,RM",200
193091,Nuytinck Bram,72,1,Rare,CB,Netherlands,Eredivisie,N.E.C. Nijmegen,TRUE,FALSE,FALSE,FALSE,4,CB,350
256161,Ramirez Moises,74,1,Rare,GK,Ecuador,Libertadores,IDV,TRUE,FALSE,FALSE,FALSE,4,GK,350
193092,Rojas Marco,67,0,Common,LM,New Zealand,A-League,Well. Phoenix,TRUE,FALSE,FALSE,FALSE,0,"LM,RM,LW",200
256162,Villalba Alexis,64,1,Rare,CB,Paraguay,Sudamericana,Sportivo Luqueno,TRUE,FALSE,FALSE,FALSE,4,"CB,RB",200
235139,Long Wei,58,0,Common,CDM,China PR,CSL,Qingdao Hainiu,TRUE,FALSE,FALSE,FALSE,0,"CDM,CM",200
277185,Hellwig Disa,67,0,Common,GK,Sweden,Sverige Liga,FC Rosengard,TRUE,FALSE,FALSE,FALSE,0,GK,200
256163,Samudio Alejandro,65,0,Common,LM,Paraguay,Sudamericana,S. Ameliano,TRUE,FALSE,FALSE,FALSE,0,"LM,RM,LW",200
256164,Simpson Tyreece,63,1,Rare,ST,England,EFL League One,Stevenage,TRUE,FALSE,FALSE,FALSE,4,ST,200
235141,Menzel Phillip,68,0,Common,GK,Germany,3. Liga,Saarbrucken,TRUE,FALSE,FALSE,FALSE,0,GK,200
277189,Otero Javier,55,1,Rare,GK,Venezuela,MLS,Orlando City,TRUE,FALSE,FALSE,FALSE,4,GK,200
256167,Canete Ezequiel,68,0,Common,CAM,Argentina,LPF,Banfield,TRUE,FALSE,FALSE,FALSE,0,"CAM,CM,ST",250
277191,Seberry Joshua,57,0,Common,CB,Ireland,EFL League Two,Newport County,TRUE,FALSE,FALSE,FALSE,0,CB,200
256170,Renel Samuel,64,1,Rare,CM,France,Ligue 2 BKT,Red Star FC,TRUE,FALSE,FALSE,FALSE,4,"CM,CDM",200
277193,Pedrinho,68,0,Common,LB,Brazil,Ukrayina Liha,Shakhtar Donetsk,TRUE,FALSE,FALSE,FALSE,0,LB,200
277194,Newerton,69,0,Common,LW,Brazil,Ukrayina Liha,Shakhtar Donetsk,TRUE,FALSE,FALSE,FALSE,0,"LW,LM",200
235149,Schouten Jerdy,81,1,Rare,CDM,Netherlands,Eredivisie,PSV,TRUE,FALSE,FALSE,FALSE,4,"CDM,CB,CM",650
256173,Adorno Carlos,66,0,Common,GK,Bolivia,Sudamericana,Nacional Potosi,TRUE,FALSE,FALSE,FALSE,0,GK,200
193105,Areola Alphonse,81,1,Rare,GK,France,Premier League,West Ham,TRUE,FALSE,FALSE,FALSE,4,GK,1000
277197,Castillo Denil,63,0,Common,CDM,Ecuador,3F Superliga,FC Midtjylland,TRUE,FALSE,FALSE,FALSE,0,CDM,200
235152,Kadioglu Ferdi,81,1,Rare,LB,Türkiye,Trendyol Super Lig,Fenerbahce,TRUE,FALSE,FALSE,FALSE,4,"LB,RB",0
277200,Bourgain Lea,61,0,Common,CM,France,Arkema PL,Stade de Reims,TRUE,FALSE,FALSE,FALSE,0,CM,200
235155,Bekkema Jan,61,0,Common,GK,Netherlands,Eredivisie,sc Heerenveen,TRUE,FALSE,FALSE,FALSE,0,GK,200
277201,Al Rouqi Sattam,58,0,Common,LM,Saudi Ara.,ROSHN Saudi League,Al Orobah,TRUE,FALSE,FALSE,FALSE,0,"LM,RM,LW",200
214132,Chara Yimmi,71,1,Rare,LM,Colombia,Libertadores,Junior,TRUE,FALSE,FALSE,FALSE,4,"LM,RM,CAM,LW",300
235156,Dunne Jimmy,69,0,Common,CB,Ireland,EFL Championship,QPR,TRUE,FALSE,FALSE,FALSE,0,"CB,RB",200
235157,Daferner Christoph,66,0,Common,ST,Germany,3. Liga,Dynamo Dresden,TRUE,FALSE,FALSE,FALSE,0,ST,200
214134,Jones Dan,63,0,Common,CB,England,EFL League Two,Port Vale,TRUE,FALSE,FALSE,FALSE,0,CB,500
214135,Quinones Julian,70,1,Rare,CB,Colombia,Sudamericana,Deportes Tolima,TRUE,FALSE,FALSE,FALSE,4,CB,300
277205,Mesbahi Julien,57,0,Common,CB,Netherlands,Eredivisie,FC Twente,TRUE,FALSE,FALSE,FALSE,0,CB,200
256183,Saravia Franco,68,0,Common,GK,Peru,Libertadores,Alianza Lima,TRUE,FALSE,FALSE,FALSE,0,GK,200
277206,Bangoura Ibrahima Sory,59,0,Common,CDM,Guinea,1A Pro League,KRC Genk,TRUE,FALSE,FALSE,FALSE,0,CDM,200
235161,Maja Josh,71,0,Common,ST,Nigeria,EFL Championship,West Brom,TRUE,FALSE,FALSE,FALSE,0,ST,200
277207,Annell Oskar,55,0,Common,GK,Belgium,1A Pro League,KV Mechelen,TRUE,FALSE,FALSE,FALSE,0,GK,200
256185,Cornejo Miguel,65,0,Common,CAM,Peru,Sudamericana,Dep. Garcilaso,TRUE,FALSE,FALSE,FALSE,0,"CAM,CM",250
214139,Sepulveda Nelson,64,1,Rare,CM,Chile,Libertadores,Cobresal,TRUE,FALSE,FALSE,FALSE,4,CM,200
256186,Hernandez Wilbert,62,0,Common,GK,Venezuela,Libertadores,Caracas FC,TRUE,FALSE,FALSE,FALSE,0,GK,200
235163,Castagnetti Michele,70,0,Common,CDM,Italy,Serie BKT,Cremonese,TRUE,FALSE,FALSE,FALSE,0,"CDM,CM",200
277211,Franculino,70,0,Common,ST,Guinea-Bis,3F Superliga,FC Midtjylland,TRUE,FALSE,FALSE,FALSE,0,"ST,RW,LW",200
256189,Rojas Benjamin,63,0,Common,RB,Chile,Libertadores,Palestino,TRUE,FALSE,FALSE,FALSE,0,"RB,CB",200
50564228,Gabriel,87,3,Team of the Week,CB,Brazil,Premier League,Arsenal,TRUE,FALSE,FALSE,FALSE,4,CB,49000
235167,Janelt Vitaly,76,0,Common,CM,Germany,Premier League,Brentford,TRUE,FALSE,FALSE,FALSE,0,"CM,LB,CDM",400
277214,Schingtienne Joel,67,0,Common,CB,Belgium,1A Pro League,OH Leuven,TRUE,FALSE,FALSE,FALSE,0,"CB,RB",0
256193,Rivas Renne,65,0,Common,LB,Venezuela,Libertadores,Caracas FC,TRUE,FALSE,FALSE,FALSE,0,"LB,LM",0
