"Name","Rating","Rarity","Preferred Position","Nation","League","Team","Price Limits","Last Sale Price","Discard Value","Contract","Untradeable","Loans","DefinitionId","IsDuplicate","IsInActive11","Alternate Positions","ExternalPrice"
"Voufack","61","Common","RB","Germany","3. Liga","Rot-Weiss Essen","Min:150 Max:10000","0","0","7","true","false","251323","false","false","RWB,RB,RM","200"
"Gao Tianyu","60","Common","RB","China PR","CSL","Henan FC","Min:150 Max:10000","150","18","7","false","false","269535","false","false","RWB,RB,RM","200"
"Brook","60","Common","RM","Australia","A-League","WS Wanderers","Min:150 Max:10000","150","18","7","false","false","240096","false","false","RM,RW","200"
"Al Bawardi","60","Common","GK","Saudi Arabia","ROSHN Saudi League","Al Riyadh","Min:150 Max:10000","150","18","7","false","false","235545","false","false","GK","200"
"Jang Jae Woong","60","Common","RM","Korea Republic","K League 1","Suwon FC","Min:150 Max:10000","150","18","7","false","false","267443","false","false","RM,LM,RW","200"
"Afolabi","60","Common","ST","Republic of Ireland","SSE Airtricity PD","Bohemian FC","Min:150 Max:10000","200","18","7","false","false","245225","false","false","CF,ST","200"
"Simmons","60","Common","RB","Australia","A-League","WS Wanderers","Min:150 Max:10000","0","18","7","false","false","272737","false","false","RWB,RB,RM","200"
"Morales","60","Common","CB","Argentina","LPF","Sarmiento","Min:150 Max:10000","0","0","7","true","false","274125","false","false","CB,LB","200"
"Gorka","60","Common","GK","Germany","Bundesliga 2","Düsseldorf","Min:150 Max:10000","0","0","7","true","false","257176","false","false","GK","200"
"Juan Larios","60","Common","LB","Spain","EFL Championship","Southampton","Min:150 Max:10000","0","0","7","true","false","271669","false","false","LB,LWB","200"
"Policnik","60","Common","LB","France","D1 Arkema","LOSC Lille","Min:150 Max:10000","0","0","7","true","false","275384","false","false","LB,LWB","200"
"Duncan","60","Common","GK","Australia","A-League","Well. Phoenix","Min:150 Max:10000","0","0","7","true","false","210368","false","false","GK","200"
"Guo Quanbo","59","Common","GK","China PR","CSL","Meizhou Hakka FC","Min:150 Max:10000","150","18","7","false","false","240704","false","false","GK","200"
"Cho Soo Hyuk","59","Common","GK","Korea Republic","K League 1","Ulsan Hyundai","Min:150 Max:10000","150","18","7","false","false","187144","false","false","GK","200"
"Farouk","59","Common","CAM","Germany","Bundesliga 2","Wiesbaden","Min:150 Max:10000","150","18","7","false","false","263731","false","false","LM,CAM","200"
"Udrea","59","Common","GK","Romania","SUPERLIGA","FCSB","Min:150 Max:10000","150","18","7","false","false","256897","false","false","GK","200"
"Arsić","59","Common","CB","Bosnia Herzegovina","3F Superliga","Vejle Boldklub","Min:150 Max:10000","150","18","7","false","false","275698","false","false","CB","200"
"Kouassivi-Benissan","59","Common","RB","Finland","Finnliiga","HJK Helsinki","Min:150 Max:10000","150","18","7","false","false","242149","false","false","RWB,RB,RW","200"
"Skubl","59","Common","GK","Austria","Ö. Bundesliga","Wolfsberger AC","Min:150 Max:10000","150","18","7","false","false","263137","false","false","GK","200"
"Al Nashri","59","Common","CDM","Saudi Arabia","ROSHN Saudi League","Al Ittihad","Min:150 Max:10000","150","18","7","false","false","259358","false","false","CDM,CM","200"
"Rüth","59","Common","CDM","Germany","3. Liga","Rot-Weiss Essen","Min:150 Max:10000","0","18","7","false","false","264222","false","false","CDM","200"
"Pop","58","Common","RW","Romania","SUPERLIGA","SC Oțelul Galați","Min:150 Max:10000","200","17","7","false","false","275648","false","false","RM,RW,ST","200"
"VP Suhair","58","Common","RM","India","ISL","East Bengal","Min:150 Max:10000","150","17","7","false","false","259106","false","false","RM,LM,RW,ST","200"
"Fitzgerald","58","Common","LM","Republic of Ireland","SSE Airtricity PD","Sligo Rovers","Min:150 Max:10000","150","17","7","false","false","241582","false","false","LM,LW","200"
"Kim Keun Bae","58","Common","GK","Korea Republic","K League 1","Jeju United","Min:150 Max:10000","150","17","7","false","false","191685","false","false","GK","200"
"Bassi","58","Common","LW","Norway","Eliteserien","FK Bodø/Glimt","Min:150 Max:10000","150","17","7","false","false","268740","false","false","LWB,LM,RW,LW","200"
"Parsons","58","Common","RM","Australia","A-League","Brisbane Roar","Min:150 Max:10000","150","17","7","false","false","261948","false","false","RM,LM,RW","200"
"Pierre","58","Common","GK","Haiti","Ligue 1 Uber Eats","Strasbourg","Min:150 Max:10000","0","17","7","false","false","259668","false","false","GK","200"
"Vaher","58","Common","CB","Estonia","3. Liga","SC Freiburg II","Min:150 Max:10000","0","0","7","true","false","272963","false","false","CB","200"
"Clausen","58","Common","LB","Denmark","3F Superliga","Hvidovre IF","Min:150 Max:10000","0","0","7","true","false","275748","false","false","LB,LWB","200"
"Vallejos","58","Special","CB","Paraguay","Sudamericana","Tacuary","Min:150 Max:10000","0","0","7","true","false","274921","false","false","CB","200"
"Dehler","57","Common","GK","Germany","3. Liga","FC Ingolstadt 04","Min:150 Max:10000","150","17","7","false","false","270552","false","false","GK","200"
"El Sheiwi","57","Common","LWB","Austria","Ö. Bundesliga","FK Austria Wien","Min:150 Max:10000","200","17","7","false","false","264821","false","false","LB,LWB","200"
"Tickle","57","Common","GK","England","EFL League One","Wigan Athletic","Min:150 Max:10000","0","17","7","false","false","263214","false","false","GK","200"
"Kim Gyu Hyeong","56","Common","CAM","Korea Republic","K League 1","Suwon FC","Min:150 Max:10000","150","17","7","false","false","241515","false","false","CAM,CF","200"
"Varian","56","Common","ST","Republic of Ireland","SSE Airtricity PD","Cork City","Min:150 Max:10000","150","17","7","false","false","271424","false","false","CF,ST","200"
"Böggemann","56","Common","GK","Germany","Bundesliga 2","VfL Osnabrück","Min:150 Max:10000","200","17","7","false","false","275284","false","false","GK","200"
"Andresen","56","Common","GK","Denmark","3F Superliga","Silkeborg IF","Min:150 Max:10000","200","17","7","false","false","265179","false","false","GK","200"
"Wang Yaopeng","56","Common","CB","China PR","CSL","Dalian Pro","Min:150 Max:10000","0","0","7","true","false","224550","false","false","CB","200"
"Han Feng","56","Common","GK","China PR","CSL","Cangzhou FC","Min:150 Max:10000","0","0","7","true","false","183031","false","false","GK","200"
"Al Shanqeeti","56","Common","CB","Saudi Arabia","ROSHN Saudi League","Al Khaleej","Min:150 Max:10000","0","0","7","true","false","259378","false","false","RB,CB","200"
"Hawsawi","55","Common","GK","Saudi Arabia","ROSHN Saudi League","Damac FC","Min:150 Max:10000","150","17","7","false","false","248255","false","false","GK","200"
"Hofmann","55","Common","RB","Germany","Bundesliga 2","1. FC Nürnberg","Min:150 Max:10000","150","17","7","false","false","274565","false","false","RWB,RB","200"
"Cojocaru","55","Common","RW","Romania","SUPERLIGA","Farul Constanța","Min:150 Max:5100","150","17","7","false","false","50604193","false","false","RM,RW","200"
"Mucha","55","Common","ST","Poland","PKO BP Ekstraklasa","Piast Gliwice","Min:150 Max:10000","0","0","7","true","false","272735","false","false","RM,CF,ST","200"
"Tlang","54","Common","RW","India","ISL","NorthEast United","Min:150 Max:10000","150","16","7","false","false","248334","false","false","RM,RW,LW","200"
"Kiilerich","54","Common","GK","Denmark","3F Superliga","Viborg FF","Min:150 Max:10000","150","16","7","false","false","268296","false","false","GK","200"
"Singh","54","Common","GK","India","ISL","East Bengal","Min:150 Max:10000","200","16","7","false","false","248301","false","false","GK","200"
"Holíček","54","Common","LM","Slovakia","EFL League Two","Crewe Alexandra","Min:150 Max:10000","0","0","7","true","false","269950","false","false","LM,CAM,LW","200"
"Norris","54","Common","LM","Republic of Ireland","SSE Airtricity PD","UCD AFC","Min:150 Max:10000","0","0","12","true","false","262016","false","false","LB,LM,LW","200"
"Chambers","54","Common","CAM","England","EFL League Two","Gillingham","Min:150 Max:10000","0","0","7","true","false","267526","false","false","CM,CAM","200"
"Enache","53","Common","GK","Romania","SUPERLIGA","FCU 1948 Craiova","Min:150 Max:10000","150","16","7","false","false","262427","false","false","GK","200"
"Gaines","53","Common","RB","United States","MLS","LAFC","Min:150 Max:10000","200","16","7","false","false","264366","false","false","RWB,RB","200"
"Nilsson","53","Common","LB","Sweden","Allsvenskan","Kalmar FF","Min:150 Max:10000","200","16","7","false","false","273023","false","false","LB,LWB","200"
"Liszewski","53","Common","RB","Poland","PKO BP Ekstraklasa","Piast Gliwice","Min:150 Max:10000","0","0","7","true","false","273857","false","false","RWB,RB,RM","200"
"Sury","52","Common","RB","Switzerland","Schweizer Damen Liga","FC Zürich","Min:150 Max:10000","150","16","7","false","false","275890","false","false","RWB,RB,CB","200"
"Zhang Xiangshuo","52","Common","LWB","China PR","CSL","Cangzhou FC","Min:150 Max:10000","150","16","7","false","false","261907","false","false","CB,LB,LWB","200"
"Carlsson","52","Common","CM","Sweden","Allsvenskan","Halmstads BK","Min:150 Max:10000","150","16","7","false","false","275096","false","false","CM","200"
"Bartley","51","Common","CM","Republic of Ireland","SSE Airtricity PD","St. Pats","Min:150 Max:10000","150","15","7","false","false","276749","false","false","CM","200"
"Hua Mingcan","49","Common","RM","China PR","CSL","Henan FC","Min:150 Max:10000","150","15","7","false","false","269103","false","false","RM,RW","200"
"Zhang Yue","48","Common","RM","China PR","CSL","Cangzhou FC","Min:150 Max:10000","0","14","7","false","false","268922","false","false","RM,RW","200"
